Latitude|Longitude|Temperature|Humidity|Pressure|Wind_Speed|Precipitation|Stability_Index|Front_Type|Time_of_Day|Season|Cloud_Cover|Solar_Radiation|Land_Use_Type|Elevation|Urban_Density|Soil_Type|Thunderstorm_Probability
36.6812|-74.2425|13.3|58.8|1017.2|11.1|35.38|17.2|Warm Front|Evening|Fall|43.4|460.6|Suburban|136.9|High|Clay|0.65
30.6143|-104.3632|21.8|59.8|1001.9|5.1|36.51|18.5|Warm Front|Afternoon|Fall|68.9|610.2|Rural|148.6|High|Sandy|0.85
36.5726|-98.387|10.4|30.7|994.2|4.1|36.82|14.6|Warm Front|Evening|Spring|0.2|566.7|Suburban|58.4|High|Sandy|0.63
30.2448|-74.8379|27.1|75.5|998.3|0.4|32.74|24.0|No Front|Morning|Fall|8.8|462.0|Suburban|239.2|Low|Clay|0.08
31.4144|-113.9283|15.0|33.5|1028.0|4.8|46.91|11.1|No Front|Morning|Winter|87.4|540.7|Urban|163.5|Medium|Loam|0.88
31.7402|-99.1122|10.6|39.7|1026.1|12.7|36.67|15.3|No Front|Evening|Winter|7.4|608.8|Rural|215.0|Medium|Loam|0.76
33.8305|-76.8089|17.4|62.1|1005.1|17.7|46.35|26.8|No Front|Morning|Fall|97.6|711.3|Suburban|136.9|Medium|Loam|0.16
33.1363|-79.4811|17.2|61.4|991.7|3.5|17.64|16.9|Cold Front|Afternoon|Spring|60.2|685.9|Suburban|164.3|Low|Clay|0.02
36.5665|-105.5627|17.6|62.8|1014.4|8.9|41.44|11.5|No Front|Morning|Fall|6.7|574.5|Suburban|122.7|Medium|Sandy|0.37
32.7714|-85.2795|28.4|76.9|996.1|6.0|35.38|19.2|Cold Front|Morning|Winter|97.0|730.3|Rural|211.8|Medium|Clay|0.88
39.3445|-109.4038|10.4|70.8|985.4|11.9|19.6|12.4|Warm Front|Morning|Summer|79.3|521.4|Urban|170.2|High|Loam|0.36
31.1994|-102.5198|30.2|60.5|981.1|10.9|29.26|21.4|Cold Front|Evening|Spring|1.0|443.6|Urban|144.6|High|Clay|0.04
36.6728|-77.0651|25.0|31.8|1015.9|11.3|13.61|25.1|Cold Front|Afternoon|Spring|86.2|640.3|Suburban|219.2|Medium|Clay|0.47
38.7089|-116.7184|23.3|79.0|988.8|17.6|24.31|13.8|Warm Front|Morning|Fall|54.5|737.5|Rural|176.0|Low|Clay|0.04
32.502|-74.6613|26.8|65.4|1011.4|16.4|30.67|25.2|Warm Front|Afternoon|Summer|14.9|596.1|Rural|297.9|High|Loam|0.01
38.5667|-113.446|16.9|42.3|988.0|16.1|12.0|11.8|No Front|Morning|Spring|84.4|487.4|Suburban|272.9|High|Clay|0.77
31.3661|-96.6899|14.3|50.6|985.0|11.9|14.39|18.2|Warm Front|Afternoon|Fall|38.8|634.6|Rural|185.8|Low|Sandy|0.34
39.6913|-71.8692|33.1|86.1|1012.0|12.7|14.63|16.2|Warm Front|Evening|Spring|29.9|610.2|Suburban|148.0|Medium|Sandy|0.1
39.2496|-92.3415|23.2|36.4|1021.4|9.2|2.9|20.9|Warm Front|Evening|Winter|36.7|415.9|Suburban|281.7|Low|Loam|0.2
34.0276|-104.8526|12.1|75.8|1003.6|2.2|12.61|12.9|No Front|Morning|Fall|30.7|532.4|Urban|97.8|Low|Clay|0.23
32.6095|-74.3952|24.8|59.5|1009.1|3.0|7.67|12.0|No Front|Evening|Spring|44.1|616.7|Suburban|272.5|High|Sandy|0.61
39.6094|-90.0501|27.0|40.5|1009.5|13.5|5.89|27.2|Warm Front|Evening|Winter|79.8|774.9|Urban|292.6|Low|Sandy|0.49
38.3152|-98.4779|20.2|55.3|984.2|7.9|16.6|22.9|Cold Front|Evening|Winter|2.2|405.2|Suburban|295.3|High|Clay|0.01
36.5575|-93.2886|20.2|87.1|984.8|19.2|12.75|23.7|Warm Front|Afternoon|Spring|23.1|783.7|Suburban|55.1|High|Loam|0.4
31.9109|-72.8328|26.8|77.4|998.8|2.7|48.52|10.9|Warm Front|Afternoon|Winter|43.5|437.5|Rural|259.4|High|Loam|0.94
35.4333|-109.1687|27.2|64.2|980.7|7.9|39.16|21.3|Cold Front|Afternoon|Spring|59.0|451.3|Suburban|131.8|Low|Sandy|0.08
32.9565|-85.3948|31.8|47.1|1006.8|9.1|42.36|18.1|Cold Front|Evening|Spring|73.0|706.3|Urban|166.3|Medium|Loam|0.92
31.8229|-89.3911|27.0|89.8|983.8|5.5|47.36|20.3|No Front|Afternoon|Winter|60.2|433.2|Urban|197.5|Low|Sandy|0.56
30.5782|-107.8808|17.8|50.4|1018.4|3.8|31.76|16.2|Cold Front|Morning|Spring|43.3|789.3|Rural|74.1|Medium|Clay|0.74
34.7692|-70.7318|24.1|35.4|989.9|16.7|22.19|29.6|No Front|Evening|Fall|24.7|739.0|Suburban|201.7|High|Loam|0.39
32.4036|-74.9408|26.7|38.0|1006.1|9.8|37.74|26.9|Cold Front|Evening|Winter|10.4|427.1|Rural|131.9|High|Loam|0.33
35.3878|-80.0506|17.0|41.0|1023.1|2.3|8.0|23.8|No Front|Morning|Summer|58.7|503.7|Suburban|270.1|Medium|Loam|0.65
33.201|-72.2244|32.8|42.6|984.7|6.4|35.12|23.1|Warm Front|Morning|Summer|91.2|510.5|Rural|103.8|High|Loam|0.17
39.8931|-94.278|26.3|36.6|981.2|14.5|1.49|21.0|No Front|Evening|Fall|73.1|421.1|Rural|222.0|Low|Sandy|0.63
34.6132|-107.7966|29.1|42.8|1009.2|7.4|36.89|10.9|Cold Front|Evening|Fall|6.3|723.9|Urban|122.2|Low|Sandy|0.42
38.89|-90.3789|11.8|47.3|1013.6|17.8|15.08|11.9|Warm Front|Afternoon|Fall|41.0|717.6|Rural|240.7|Low|Clay|0.48
30.9728|-103.6938|15.7|82.2|980.3|3.8|1.77|18.4|Cold Front|Morning|Summer|37.7|459.5|Urban|241.0|Medium|Loam|0.54
31.1126|-98.0456|21.7|54.4|994.4|2.6|23.37|24.3|Warm Front|Morning|Winter|91.4|682.5|Rural|208.4|Medium|Sandy|0.37
31.5656|-82.1938|10.2|44.6|990.4|13.9|31.61|10.4|Cold Front|Morning|Summer|56.9|730.2|Urban|238.4|High|Loam|0.81
36.145|-105.9925|25.7|51.3|1005.3|18.2|7.55|11.7|Cold Front|Morning|Fall|7.6|417.5|Rural|272.4|Low|Clay|0.6
35.6546|-73.7054|19.7|78.1|1010.1|14.1|11.33|17.9|Cold Front|Evening|Fall|86.7|409.8|Rural|74.4|High|Sandy|0.13
36.4256|-71.005|23.8|30.7|1006.8|3.1|4.38|24.8|Warm Front|Afternoon|Spring|92.6|500.6|Rural|231.7|Low|Loam|0.3
39.3276|-106.8011|25.2|62.8|1002.1|17.8|28.45|17.6|Cold Front|Afternoon|Winter|56.9|433.0|Suburban|131.5|High|Sandy|0.03
38.9241|-102.5859|33.2|50.9|1017.9|8.4|37.85|16.7|Cold Front|Evening|Winter|44.4|794.2|Suburban|105.6|Medium|Sandy|0.31
34.6533|-75.8487|32.3|68.7|1005.7|18.3|34.08|11.3|No Front|Afternoon|Summer|84.1|656.0|Rural|102.3|Low|Sandy|0.01
35.3642|-87.2144|18.8|82.2|986.4|9.3|45.29|28.5|No Front|Morning|Winter|14.3|698.1|Rural|182.5|Low|Loam|0.34
36.659|-119.6551|27.3|63.8|1016.6|3.9|43.9|22.9|No Front|Afternoon|Fall|40.1|790.8|Urban|293.0|High|Loam|0.37
35.9908|-112.1289|23.1|68.3|984.6|14.0|21.95|24.3|No Front|Morning|Summer|50.6|800.0|Urban|55.4|High|Loam|0.54
37.1578|-118.3728|33.8|65.4|991.6|8.4|32.23|10.4|No Front|Evening|Summer|6.4|408.4|Suburban|164.2|High|Loam|0.32
32.7108|-112.9599|10.5|85.4|998.9|2.5|2.65|20.0|No Front|Afternoon|Spring|18.0|700.3|Urban|168.8|High|Loam|0.09
36.906|-88.4616|34.9|33.2|1010.4|3.0|22.08|13.4|No Front|Afternoon|Fall|84.2|596.9|Suburban|197.4|Medium|Sandy|0.56
32.5445|-77.1845|23.1|39.9|1021.1|10.5|4.31|22.0|Cold Front|Afternoon|Summer|40.9|731.0|Urban|144.4|Medium|Sandy|0.51
37.6793|-89.0534|25.0|56.2|987.3|3.6|43.13|12.1|No Front|Evening|Winter|50.1|727.3|Rural|280.5|Medium|Loam|0.53
34.8997|-85.8997|14.0|78.3|1006.2|17.8|34.56|23.9|Cold Front|Evening|Fall|28.9|449.5|Suburban|168.2|Medium|Sandy|0.17
35.6949|-96.8615|14.4|62.1|1008.3|7.2|21.4|25.3|Warm Front|Afternoon|Spring|26.3|764.9|Rural|196.9|Low|Loam|0.27
39.8883|-90.265|24.9|50.7|987.9|10.8|43.7|14.7|No Front|Afternoon|Summer|4.7|665.9|Rural|281.6|Medium|Sandy|0.54
38.1274|-86.5679|24.0|55.5|985.4|2.1|14.23|17.3|Cold Front|Evening|Winter|62.4|698.1|Rural|152.8|High|Sandy|0.1
38.8468|-97.3957|19.1|74.0|995.0|16.3|2.28|19.1|Warm Front|Evening|Winter|10.8|717.8|Rural|299.3|High|Loam|0.27
34.705|-86.7239|24.5|79.2|982.1|1.0|15.29|11.3|Warm Front|Evening|Spring|1.0|702.6|Urban|98.4|Medium|Clay|0.71
35.1933|-108.0763|19.4|80.4|1006.3|1.7|36.01|16.4|No Front|Afternoon|Summer|29.2|412.4|Rural|114.2|Medium|Clay|0.93
32.4808|-84.4816|11.8|88.8|1003.7|8.8|23.53|14.6|No Front|Morning|Spring|76.6|435.0|Urban|78.0|Low|Sandy|0.63
34.3143|-117.8348|19.7|40.0|1015.6|1.6|30.96|28.0|Warm Front|Evening|Winter|50.0|709.5|Suburban|269.5|Medium|Loam|0.0
30.3301|-116.9396|10.9|30.6|981.8|10.6|7.6|28.8|No Front|Afternoon|Summer|6.2|447.2|Rural|200.8|Medium|Clay|0.56
38.8291|-82.5019|25.2|64.9|1019.8|3.3|7.48|18.2|No Front|Afternoon|Summer|70.4|539.7|Suburban|134.7|High|Clay|0.27
30.3332|-96.0641|27.0|78.3|1012.2|16.9|7.07|10.3|Cold Front|Morning|Fall|78.3|410.4|Suburban|275.4|High|Loam|0.34
32.1619|-101.7344|33.2|85.4|1005.5|17.2|10.11|26.5|Cold Front|Morning|Fall|45.4|724.9|Suburban|127.7|High|Sandy|0.92
34.237|-114.1485|27.5|73.6|1005.7|13.6|25.86|24.0|Warm Front|Afternoon|Spring|42.6|701.2|Rural|223.1|Medium|Clay|0.1
36.765|-101.2206|34.7|70.3|1011.8|10.7|38.33|27.6|Warm Front|Evening|Spring|94.1|531.4|Urban|279.5|High|Sandy|0.34
34.5525|-119.3983|26.9|81.6|1004.3|3.8|11.36|16.7|Cold Front|Morning|Summer|52.7|568.3|Urban|107.2|High|Clay|0.21
33.3913|-97.6295|12.3|31.7|1001.4|13.2|31.02|24.3|Warm Front|Evening|Fall|94.6|539.0|Urban|131.2|Low|Sandy|0.24
30.1373|-104.9697|10.7|72.5|997.9|16.6|29.33|16.5|No Front|Afternoon|Fall|0.4|796.8|Rural|196.4|Medium|Clay|0.61
36.5457|-94.0793|30.4|68.7|1019.9|17.1|28.96|29.7|No Front|Evening|Winter|18.9|404.6|Urban|202.1|High|Sandy|1.0
31.3672|-78.8929|12.8|62.5|1005.0|3.9|47.72|21.8|Cold Front|Afternoon|Spring|99.0|471.3|Suburban|106.2|High|Clay|0.42
35.9219|-101.5922|16.5|67.1|1004.3|8.9|43.17|15.8|Cold Front|Evening|Summer|15.6|659.0|Suburban|57.5|Low|Sandy|0.03
35.0237|-85.2976|18.0|84.8|1029.4|6.1|10.63|20.5|Warm Front|Afternoon|Summer|56.0|576.3|Rural|298.2|Medium|Sandy|0.52
30.4399|-91.2433|29.1|32.7|997.8|13.9|5.45|18.7|Cold Front|Evening|Summer|20.3|650.8|Suburban|235.7|Low|Sandy|0.36
34.8543|-108.792|29.7|69.2|987.5|6.6|35.37|15.8|No Front|Evening|Spring|10.6|655.9|Suburban|171.8|High|Clay|0.46
38.9529|-75.7924|33.5|61.6|998.4|13.9|15.08|11.9|Warm Front|Morning|Fall|46.3|429.7|Rural|235.2|High|Loam|0.81
30.1859|-118.071|29.0|30.1|982.6|6.8|6.68|23.2|Warm Front|Morning|Winter|63.5|612.0|Urban|82.2|High|Sandy|0.8
35.5067|-76.1032|27.4|89.4|1024.8|8.5|37.89|10.7|No Front|Morning|Summer|60.8|521.1|Rural|224.9|High|Sandy|0.73
31.8364|-94.7956|17.4|54.2|985.0|17.5|36.77|26.8|Warm Front|Morning|Spring|55.6|446.7|Rural|189.4|Low|Loam|0.48
31.3109|-92.9339|20.1|56.0|999.0|17.0|49.3|25.0|Warm Front|Afternoon|Winter|58.6|643.9|Urban|163.0|Low|Loam|0.13
34.0791|-111.2138|34.5|63.2|1003.2|3.2|22.82|14.3|No Front|Evening|Fall|38.5|484.6|Urban|175.7|Medium|Clay|0.92
32.656|-84.8714|32.3|76.0|986.8|20.0|48.27|16.6|Cold Front|Afternoon|Spring|81.5|732.5|Suburban|60.3|High|Loam|0.71
39.5162|-105.7428|11.4|81.3|1002.6|4.7|0.62|13.6|No Front|Afternoon|Summer|34.3|766.2|Rural|263.1|Low|Sandy|0.07
33.7151|-101.6747|16.4|61.4|1007.2|2.7|35.55|28.7|No Front|Afternoon|Spring|5.5|427.1|Urban|157.3|High|Loam|0.22
35.7858|-80.7863|15.2|85.9|1009.3|10.1|22.21|24.3|No Front|Evening|Fall|32.8|771.9|Urban|86.6|Medium|Clay|0.69
30.0264|-77.0084|21.3|62.1|1001.5|18.9|46.44|18.1|Warm Front|Evening|Summer|76.2|765.2|Urban|173.4|Low|Loam|0.94
33.7062|-91.3656|13.9|44.1|992.3|3.5|31.03|20.0|Cold Front|Morning|Winter|73.5|788.5|Urban|136.8|Low|Loam|1.0
38.7767|-87.2604|19.4|38.4|1018.9|5.4|25.64|21.9|Warm Front|Afternoon|Winter|70.6|522.2|Rural|131.4|Low|Sandy|0.45
36.5686|-91.5594|15.8|37.7|993.8|2.8|15.95|10.2|No Front|Afternoon|Spring|7.9|522.5|Rural|279.5|Medium|Clay|0.83
33.7375|-82.6852|10.2|47.8|1025.9|17.1|10.78|26.9|Warm Front|Afternoon|Summer|98.3|704.1|Rural|55.8|Low|Clay|0.15
30.0286|-91.5192|26.2|72.1|1027.8|5.8|28.04|26.3|Warm Front|Evening|Winter|69.2|748.7|Rural|162.4|Low|Loam|0.76
31.6304|-115.0098|23.8|57.3|1023.2|1.7|34.22|22.0|Warm Front|Morning|Spring|16.4|607.3|Suburban|156.2|High|Clay|0.88
36.4966|-107.8137|34.8|69.5|983.8|16.6|28.95|21.0|Warm Front|Evening|Spring|65.8|463.3|Suburban|180.1|High|Clay|0.16
32.3541|-84.6228|18.9|37.2|997.2|0.6|33.45|21.7|Warm Front|Afternoon|Winter|43.8|419.5|Rural|285.3|Medium|Clay|0.66
35.2873|-111.3701|22.1|87.7|1022.4|13.9|21.53|10.8|Cold Front|Morning|Fall|43.5|766.1|Suburban|108.9|High|Loam|0.97
37.9718|-118.6824|32.7|60.6|1007.2|6.8|35.12|22.9|Cold Front|Evening|Summer|83.3|607.1|Urban|112.5|Low|Sandy|0.49
33.8614|-70.9734|16.9|45.9|984.4|6.6|5.31|12.3|Warm Front|Morning|Winter|65.6|441.0|Rural|100.7|Low|Sandy|0.19
39.2131|-73.5314|31.9|41.4|1022.8|17.6|0.35|21.3|Cold Front|Evening|Spring|73.4|685.8|Urban|297.6|Low|Sandy|0.7
36.6464|-89.0729|22.2|82.9|1003.9|3.1|5.68|17.6|Warm Front|Morning|Spring|80.7|788.8|Suburban|190.9|Low|Sandy|0.36
34.5483|-82.4335|13.5|84.2|1013.8|10.0|29.84|28.7|Warm Front|Morning|Fall|57.5|792.0|Suburban|76.7|High|Clay|0.6
38.2723|-109.9502|22.4|48.9|985.3|11.1|6.25|23.5|Cold Front|Afternoon|Spring|75.0|495.6|Suburban|228.9|Medium|Clay|0.48
30.6762|-88.5299|11.1|88.6|1020.7|3.5|34.16|20.0|Warm Front|Afternoon|Summer|90.3|522.4|Suburban|188.9|High|Loam|0.12
31.721|-79.1177|10.3|47.8|999.2|14.3|10.79|20.3|No Front|Morning|Winter|71.9|702.2|Suburban|199.8|High|Clay|0.4
33.997|-103.8586|26.1|47.0|992.9|0.3|39.36|13.6|Cold Front|Morning|Summer|26.3|604.0|Rural|272.5|High|Loam|0.76
38.2312|-95.5726|13.2|70.8|1005.3|2.1|39.27|17.6|Warm Front|Afternoon|Summer|80.4|777.5|Suburban|225.5|Low|Sandy|0.11
35.0759|-90.662|25.2|46.0|993.3|10.5|16.01|10.4|No Front|Evening|Spring|1.1|407.9|Suburban|53.3|High|Clay|0.49
33.9873|-113.6884|10.8|89.9|1008.0|18.9|10.78|28.5|Cold Front|Evening|Summer|46.9|492.5|Suburban|88.3|High|Loam|0.85
34.9396|-78.7048|27.8|54.0|1004.8|1.3|8.39|19.8|Cold Front|Afternoon|Winter|49.1|689.4|Suburban|132.2|Medium|Loam|0.61
35.3902|-100.8732|24.9|43.2|985.8|17.1|43.72|14.8|No Front|Afternoon|Summer|16.0|634.0|Rural|97.1|Low|Sandy|0.58
35.8633|-97.9341|21.9|86.9|990.4|1.0|9.71|22.6|Warm Front|Afternoon|Fall|8.2|621.3|Suburban|187.1|High|Sandy|0.85
35.2111|-87.171|23.7|49.0|1012.2|14.7|45.77|23.7|Cold Front|Evening|Summer|67.1|407.3|Rural|82.4|Low|Sandy|0.71
32.3961|-88.145|13.9|90.0|1006.7|4.2|20.52|12.0|No Front|Afternoon|Summer|14.2|587.7|Suburban|168.1|Low|Loam|0.86
35.9344|-78.7741|11.5|47.7|1021.5|8.1|3.18|15.0|Cold Front|Evening|Fall|47.9|656.7|Urban|143.1|High|Clay|0.99
34.0758|-114.598|20.4|39.6|1001.6|4.8|35.2|13.3|Warm Front|Afternoon|Spring|79.1|455.5|Rural|160.8|Low|Clay|0.75
39.2678|-82.0755|20.9|40.7|981.0|1.4|22.83|15.6|Cold Front|Evening|Summer|72.0|769.8|Urban|214.2|Medium|Clay|0.8
34.8555|-82.4081|18.5|71.0|988.7|13.9|0.5|24.3|Warm Front|Evening|Summer|2.2|637.1|Suburban|193.9|Low|Sandy|0.28
35.1|-93.4726|17.0|82.1|1028.9|12.8|10.82|18.4|Cold Front|Morning|Winter|67.9|673.0|Rural|197.1|Low|Sandy|0.71
32.2323|-106.1663|33.3|58.1|1026.7|3.5|25.8|26.2|No Front|Evening|Spring|61.5|662.6|Suburban|248.7|Low|Sandy|0.84
36.6228|-72.0916|24.8|54.6|986.4|19.9|26.82|18.4|Cold Front|Afternoon|Fall|23.9|613.7|Suburban|65.9|Medium|Loam|0.25
35.8859|-81.7032|14.6|68.7|1026.5|17.5|49.44|21.4|Cold Front|Morning|Winter|71.6|560.2|Urban|140.7|Medium|Sandy|0.49
39.6698|-82.2133|14.0|70.2|990.5|13.7|19.65|18.4|Warm Front|Evening|Fall|63.3|763.6|Rural|51.9|Low|Sandy|0.02
33.8286|-81.1231|11.2|89.8|985.1|13.8|22.41|29.2|Warm Front|Morning|Winter|3.4|414.8|Suburban|269.2|High|Sandy|0.41
36.6546|-70.1615|30.7|75.1|1011.1|8.3|11.65|29.7|Cold Front|Evening|Spring|60.8|795.2|Rural|134.1|Medium|Sandy|0.24
39.6867|-109.0724|16.2|64.9|1004.9|3.5|20.7|29.9|Warm Front|Morning|Summer|93.4|577.9|Rural|232.6|High|Loam|0.4
36.1376|-77.8778|31.7|73.7|1026.8|12.8|27.45|26.1|Cold Front|Afternoon|Winter|65.5|792.8|Urban|116.7|Low|Loam|0.33
39.167|-100.9072|29.1|39.9|986.4|9.0|13.69|10.7|No Front|Evening|Winter|87.8|769.6|Rural|275.4|Low|Clay|0.46
37.6187|-73.4265|11.6|56.3|997.1|19.9|40.58|21.1|Warm Front|Afternoon|Spring|26.4|488.6|Suburban|283.1|High|Loam|0.84
30.8342|-96.9495|32.4|65.9|980.6|10.0|31.35|19.5|Cold Front|Morning|Summer|36.9|770.3|Rural|282.3|High|Loam|0.87
33.9452|-111.6401|18.1|45.0|993.1|1.4|43.47|25.5|Cold Front|Morning|Summer|3.3|489.5|Urban|67.9|Low|Clay|0.88
39.3046|-112.5615|23.2|87.2|1026.7|9.2|37.07|21.9|No Front|Afternoon|Summer|93.1|497.9|Urban|191.2|Low|Clay|0.9
39.018|-119.3913|30.3|40.2|1014.8|3.3|7.07|10.2|Warm Front|Morning|Summer|27.1|593.3|Suburban|235.6|Medium|Loam|0.02
32.6885|-77.2591|27.1|60.2|987.9|9.1|21.72|10.5|Cold Front|Evening|Spring|86.4|470.0|Suburban|196.5|High|Clay|0.02
37.8925|-106.5854|17.9|70.3|1007.9|0.3|31.81|13.4|Warm Front|Evening|Summer|45.7|466.0|Rural|204.6|Low|Clay|0.9
32.1386|-93.7086|27.5|59.4|995.8|8.9|2.62|24.9|Warm Front|Evening|Fall|75.3|414.4|Rural|136.0|Medium|Loam|0.14
30.0943|-80.5193|18.3|67.4|1028.0|2.4|49.4|20.4|No Front|Morning|Winter|60.9|556.2|Suburban|292.8|Medium|Sandy|0.45
32.6354|-92.0731|18.2|37.1|1022.0|2.7|21.8|28.7|Cold Front|Afternoon|Summer|83.6|472.9|Urban|285.3|High|Clay|0.07
36.69|-109.1299|28.7|88.4|1011.8|12.3|16.66|25.4|Warm Front|Afternoon|Summer|28.0|662.4|Urban|138.5|Medium|Clay|0.49
35.1835|-81.3995|25.3|30.7|1002.6|7.6|5.68|12.4|No Front|Evening|Winter|70.2|491.4|Rural|253.3|Medium|Sandy|0.72
30.242|-70.8184|14.3|38.3|1015.3|17.6|43.48|25.4|No Front|Evening|Winter|58.5|441.0|Suburban|234.5|Low|Sandy|0.49
37.1155|-95.8537|25.8|76.2|1029.5|10.4|9.17|28.1|Cold Front|Morning|Spring|21.8|404.7|Urban|77.3|High|Loam|0.05
39.5024|-79.0688|32.2|36.7|1027.9|0.1|42.61|20.9|No Front|Afternoon|Spring|33.4|756.3|Urban|166.4|High|Loam|0.43
32.8546|-117.2382|12.0|78.5|999.7|14.7|43.26|21.9|No Front|Afternoon|Fall|91.6|604.1|Urban|192.6|High|Loam|0.32
33.026|-71.3517|14.4|72.6|1023.0|7.2|33.1|28.9|No Front|Evening|Summer|47.0|678.6|Rural|278.8|Medium|Sandy|0.25
36.1004|-109.2786|16.6|39.0|994.6|18.1|20.25|16.2|Cold Front|Evening|Fall|51.1|461.5|Urban|259.4|Low|Loam|0.11
32.9191|-80.8952|12.4|32.4|983.4|12.8|30.18|24.5|No Front|Afternoon|Winter|64.9|501.8|Urban|52.8|Medium|Loam|0.95
39.0555|-89.2|33.1|31.9|1015.3|0.3|13.33|13.5|Cold Front|Afternoon|Winter|28.3|542.4|Rural|239.6|Low|Loam|0.94
32.5032|-111.1555|23.6|60.8|998.1|13.2|22.08|27.4|No Front|Evening|Spring|32.6|585.7|Rural|229.0|High|Clay|0.11
33.4569|-75.2272|30.6|39.0|1015.8|7.7|15.11|26.7|No Front|Morning|Winter|12.7|622.1|Suburban|78.8|High|Loam|0.86
31.4256|-108.3029|17.3|37.1|984.2|20.0|33.53|14.0|No Front|Afternoon|Summer|15.2|544.2|Suburban|116.6|High|Loam|0.34
33.1984|-81.047|19.6|71.2|984.3|3.6|1.03|27.2|Warm Front|Evening|Summer|42.9|735.3|Urban|259.8|High|Sandy|0.3
34.7195|-71.7121|26.0|88.2|1010.1|16.8|48.53|21.3|No Front|Morning|Winter|49.8|516.6|Urban|99.5|High|Clay|0.64
35.5256|-89.7605|34.1|78.1|1021.0|15.5|16.02|25.9|No Front|Morning|Fall|57.1|559.4|Urban|139.0|Medium|Clay|0.32
35.5692|-76.3389|27.6|77.1|991.0|14.9|40.14|11.3|No Front|Morning|Spring|21.2|738.8|Urban|125.7|High|Sandy|0.66
39.7702|-116.2028|16.7|76.2|1027.3|12.1|9.27|28.4|Warm Front|Morning|Spring|90.4|776.5|Rural|272.8|Low|Sandy|0.36
31.8095|-87.4871|17.5|49.4|1005.7|8.5|19.64|26.4|No Front|Evening|Fall|97.1|759.1|Urban|80.2|Low|Clay|0.11
30.184|-105.1081|18.4|39.6|995.2|16.8|46.89|18.1|No Front|Evening|Fall|4.2|612.2|Suburban|77.8|Low|Clay|0.75
35.3782|-119.1104|31.0|30.9|1014.3|6.9|23.92|11.2|Warm Front|Afternoon|Winter|96.3|424.3|Rural|165.4|Low|Loam|0.09
37.6185|-104.554|13.3|89.0|1014.7|1.5|3.05|18.4|Warm Front|Afternoon|Spring|43.4|460.8|Rural|237.1|High|Clay|0.56
37.6114|-90.7961|27.8|70.3|1001.4|19.3|3.07|21.4|Warm Front|Afternoon|Spring|33.0|701.2|Suburban|95.1|High|Sandy|0.67
36.078|-114.9132|30.1|36.3|989.9|12.5|44.15|17.8|Warm Front|Morning|Spring|38.1|488.5|Urban|259.7|Low|Loam|0.31
33.5089|-87.5414|31.7|32.6|1017.7|4.1|0.17|26.6|Warm Front|Evening|Summer|6.7|515.8|Suburban|99.5|High|Sandy|0.5
35.4182|-74.4269|16.6|34.0|1018.8|3.0|43.61|25.8|Warm Front|Morning|Winter|14.8|457.7|Urban|174.9|High|Sandy|0.13
37.655|-83.311|14.9|30.9|1017.7|17.8|33.12|10.4|No Front|Morning|Fall|30.9|540.7|Suburban|225.1|High|Loam|0.78
36.9826|-114.9169|13.6|32.0|1009.5|17.5|45.02|11.7|No Front|Afternoon|Fall|89.5|681.1|Urban|149.2|High|Loam|0.32
34.8995|-70.765|14.5|40.1|986.1|2.1|12.48|13.7|No Front|Evening|Fall|82.8|753.8|Urban|205.2|Medium|Loam|0.9
37.1615|-87.9755|23.5|55.0|985.3|11.0|10.75|17.8|Warm Front|Afternoon|Winter|68.7|479.6|Rural|56.8|High|Clay|0.04
35.0822|-95.9514|26.0|54.9|1024.1|9.0|44.25|14.7|Cold Front|Evening|Summer|23.1|787.3|Suburban|108.8|Low|Clay|0.25
30.9012|-111.396|13.3|78.3|997.3|14.7|9.66|29.7|Warm Front|Morning|Fall|56.9|444.3|Suburban|299.1|High|Clay|0.09
31.4972|-107.2313|18.0|80.7|1000.6|1.8|29.87|26.5|Cold Front|Morning|Winter|74.4|567.3|Suburban|72.4|Low|Sandy|0.48
34.7396|-70.3678|25.0|51.3|997.9|0.2|25.65|23.2|Cold Front|Morning|Spring|21.6|506.4|Suburban|198.7|Low|Loam|0.92
32.8212|-90.2614|34.5|80.2|1014.4|0.9|42.45|19.5|No Front|Afternoon|Spring|99.4|587.5|Rural|179.1|High|Loam|0.89
30.6781|-111.0255|20.1|67.3|997.7|18.9|30.4|26.9|Warm Front|Morning|Fall|30.2|410.4|Urban|274.2|Low|Loam|0.42
33.3733|-95.6833|31.2|77.5|1008.0|7.1|10.37|29.6|Warm Front|Evening|Spring|65.0|709.5|Urban|68.5|Medium|Loam|0.82
33.0851|-91.8345|22.4|72.9|1023.0|15.4|6.0|13.5|Warm Front|Evening|Summer|45.4|623.9|Rural|189.1|Medium|Sandy|0.46
33.9405|-111.0404|24.1|39.4|1023.0|14.0|14.86|19.5|No Front|Morning|Winter|68.5|446.3|Suburban|253.4|High|Clay|0.94
36.9515|-101.8192|11.4|43.6|993.1|15.9|38.48|11.7|No Front|Afternoon|Fall|84.5|557.2|Rural|260.9|Medium|Clay|0.98
34.7961|-119.9255|11.0|56.7|994.4|9.3|12.22|21.4|Warm Front|Morning|Fall|99.8|710.9|Rural|51.8|High|Loam|0.66
39.8845|-93.9608|27.3|80.5|1013.4|10.5|16.15|11.3|Warm Front|Evening|Winter|61.9|746.1|Suburban|290.3|High|Sandy|0.23
